lon,lat,z_bed_m_ngf
1.918247,45.792355,649.32
1.917984,45.792482,649.32
1.917728,45.792618,649.74
1.917513,45.792783,648.85
1.917340,45.792972,649.21
1.917166,45.793161,649.28
1.916991,45.793350,649.32
1.916767,45.793510,649.00
1.916523,45.793657,649.32
1.916252,45.793776,649.17
1.915986,45.793894,648.85
1.915668,45.793929,649.70
1.915348,45.793903,649.32
1.915043,45.793835,649.32
1.914762,45.793726,649.32
1.914492,45.793602,649.32
1.914242,45.793461,649.24
1.913975,45.793336,648.85
1.913671,45.793285,649.51
1.913399,45.793404,649.15
1.913143,45.793540,649.58
1.912865,45.793648,649.18
1.912559,45.793719,649.19
1.912272,45.793811,648.90
1.912208,45.794029,648.99
1.911974,45.794169,649.35
1.911669,45.794237,649.29
1.911354,45.794276,650.67
1.911033,45.794260,649.58
1.910894,45.794400,649.27
1.910752,45.794600,649.53
1.910522,45.794756,649.32
1.910251,45.794875,649.32
1.909942,45.794937,649.86
1.909625,45.794953,649.92
1.909307,45.794940,649.70
1.909277,45.795153,649.45
1.909349,45.795345,649.17
1.909034,45.795386,649.76
1.908714,45.795390,649.83
1.908404,45.795334,649.42
1.908096,45.795280,650.52
1.907782,45.795304,649.83
1.907555,45.795156,650.12
1.907364,45.794987,650.54
1.907165,45.794815,649.80
1.907099,45.794596,649.65
1.906991,45.794385,649.32
1.906738,45.794265,649.27
1.906472,45.794142,650.06
1.906158,45.794116,650.08
1.905939,45.794265,649.81
1.906084,45.794459,649.19
1.906074,45.794681,649.70
1.906047,45.794904,649.21
1.905874,45.795057,649.74
1.905632,45.795186,649.43
1.905353,45.795163,649.81
1.905236,45.795371,649.24
1.905001,45.795502,649.69
1.904759,45.795633,649.63
1.904501,45.795763,649.80
1.904197,45.795837,649.55
1.903939,45.795970,649.68
1.903656,45.796072,649.61
1.903340,45.796075,649.65
1.903115,45.795923,649.61
1.902958,45.795727,649.37
1.902930,45.795517,649.61
1.902815,45.795309,649.28
1.902642,45.795119,649.07
1.902417,45.794960,649.36
1.902153,45.794833,649.35
1.901844,45.794779,649.49
1.901538,45.794839,649.24
1.901291,45.794981,649.36
1.901135,45.795169,649.81
1.900951,45.795330,649.54
1.900634,45.795351,649.26
1.900335,45.795435,649.53
1.900082,45.795567,649.63
1.899948,45.795770,650.24
1.899778,45.795956,649.78
1.899521,45.796089,649.81
1.899230,45.796185,649.69
1.898913,45.796200,649.89
1.898679,45.796057,649.92
1.898634,45.795837,650.03
1.898602,45.795614,649.81
1.898593,45.795390,649.77
1.898602,45.795166,649.72
1.898674,45.794947,649.76
1.898777,45.794735,649.66
1.898928,45.794537,649.58
1.899049,45.794329,649.96
1.899153,45.794117,649.17
1.899262,45.793905,650.09
1.899372,45.793695,649.65
1.899449,45.793477,649.38
1.899511,45.793257,649.68
1.899545,45.793033,651.27
1.899626,45.792819,650.50
1.899821,45.792642,649.63
1.900023,45.792468,648.92
1.900296,45.792355,650.59
1.900602,45.792284,649.36
1.900909,45.792217,649.32
1.901222,45.792164,649.45
1.901538,45.792122,649.72
1.901817,45.792018,649.83
1.901966,45.791828,650.06
1.902027,45.791608,649.79
1.902077,45.791386,649.34
1.902256,45.791207,649.54
1.902532,45.791276,650.54
1.902840,45.791269,648.95
1.903087,45.791126,649.32
1.903293,45.790954,649.32
1.903438,45.790758,648.94
1.903664,45.790601,648.85
1.903934,45.790488,649.32
1.904142,45.790648,650.86
1.904314,45.790835,649.00
1.904470,45.791030,649.28
1.904753,45.791106,649.21
1.904964,45.790941,648.98
1.905170,45.790775,649.14
1.905445,45.790666,649.40
1.905672,45.790511,649.33
1.905451,45.790467,649.39
1.905139,45.790463,649.31
1.905157,45.790249,649.34
1.905256,45.790036,649.02
1.905346,45.789820,649.37
1.905238,45.789702,649.34
1.905080,45.789639,649.41
1.905269,45.789460,649.58
1.905321,45.789242,649.21
1.905301,45.789018,649.00
1.905186,45.788810,649.35
1.904980,45.788638,649.32
1.904762,45.788472,649.27
1.904540,45.788310,649.14
1.904312,45.788151,649.48
1.904088,45.787991,649.78
1.903952,45.787788,649.41
1.903908,45.787567,648.95
1.903914,45.787343,649.16
1.903951,45.787120,649.29
1.903968,45.786900,649.04
1.903733,45.786793,649.14
1.903507,45.786947,649.32
1.903223,45.787052,649.65
1.902910,45.787102,650.19
1.902589,45.787115,649.55
1.902297,45.787195,649.96
1.902053,45.787342,651.27
1.901783,45.787463,650.75
1.901499,45.787569,651.12
1.901245,45.787706,652.13
1.901014,45.787862,653.97
1.900829,45.788045,652.33
1.900615,45.788210,651.38
1.900337,45.788321,648.96
1.900030,45.788380,650.70
1.899807,45.788539,649.46
1.899621,45.788722,649.59
1.899449,45.788912,652.62
1.899278,45.789102,650.69
1.899074,45.789276,650.31
1.898920,45.789471,648.93
1.898920,45.789695,649.05
1.899019,45.789908,649.83
1.899090,45.790126,649.05
1.899009,45.790341,649.19
1.898716,45.790412,649.97
1.898394,45.790420,649.50
1.898072,45.790426,649.59
1.897750,45.790435,649.80
1.897429,45.790447,649.88
1.897107,45.790463,649.59
1.896788,45.790495,649.86
1.896475,45.790545,649.39
1.896171,45.790619,649.79
1.895870,45.790697,649.54
1.895555,45.790742,650.06
1.895269,45.790837,650.08
1.895022,45.790979,649.54
1.894711,45.791012,650.05
1.894390,45.791025,649.59
1.894072,45.791059,649.49
1.893758,45.791108,649.59
1.893451,45.791176,649.74
1.893138,45.791230,649.90
1.892826,45.791287,649.72
1.892570,45.791421,650.37
1.892392,45.791603,650.14
1.892235,45.791799,649.32
1.892023,45.791965,649.32
1.891715,45.792006,649.32
1.891394,45.791986,649.32
1.891074,45.791958,648.89
1.890757,45.791918,649.32
1.890443,45.791870,648.88
1.890128,45.791822,649.43
1.889828,45.791743,649.82
1.889566,45.791613,649.96
1.889324,45.791467,649.50
1.889018,45.791406,648.85
1.888703,45.791364,649.32
1.888463,45.791230,649.45
1.888423,45.791012,649.32
1.888595,45.790823,649.32
1.888791,45.790645,649.32
1.888953,45.790451,649.32
1.889074,45.790244,649.32
1.889165,45.790028,649.32
1.889229,45.789808,649.32
1.889278,45.789586,649.32
1.889246,45.789371,649.02
1.888973,45.789356,649.55
1.888793,45.789542,649.05
1.888581,45.789705,648.85
1.888268,45.789732,648.85
1.887950,45.789761,650.27
1.887653,45.789721,649.74
1.887482,45.789533,649.24
1.887242,45.789398,649.28
1.886933,45.789450,650.06
1.886620,45.789502,649.96
1.886303,45.789541,648.91
1.885982,45.789556,650.29
1.885662,45.789584,650.80
1.885344,45.789619,651.22
1.885025,45.789651,650.76
1.884709,45.789692,650.51
1.884393,45.789736,649.71
1.884078,45.789784,649.34
1.883770,45.789849,650.14
1.883462,45.789915,651.16
1.883155,45.789983,649.75
1.882851,45.790057,649.36
1.882616,45.789915,649.81
1.882491,45.789709,649.38
1.882386,45.789497,649.24
1.882312,45.789278,649.24
1.882161,45.789085,648.94
1.882077,45.788871,649.25
1.882023,45.788649,650.02
1.881968,45.788428,650.35
1.881937,45.788205,649.44
1.881809,45.788007,650.62
1.881610,45.787830,650.59
1.881432,45.787643,650.09
1.881291,45.787442,650.30
1.881190,45.787229,649.62
1.881117,45.787011,649.91
1.881065,45.786789,649.10
1.880998,45.786569,649.21
1.880763,45.786430,649.60
1.880497,45.786305,648.98
1.880300,45.786131,649.30
1.880187,45.785922,649.69
1.880100,45.785705,649.77
1.880013,45.785492,649.16
1.880076,45.785274,649.78
1.880125,45.785052,649.91
1.880190,45.784832,649.57
1.880249,45.784612,650.26
1.880296,45.784391,649.76
1.880243,45.784170,649.60
1.880045,45.783994,649.34
1.879778,45.783891,649.16
1.879536,45.784031,649.57
1.879252,45.784068,650.26
1.878966,45.783965,650.99
1.878669,45.783880,650.61
1.878355,45.783837,649.81
1.878049,45.783783,649.55
1.877769,45.783673,651.20
1.877457,45.783628,651.73
1.877134,45.783630,651.67
1.876832,45.783701,650.30
1.876570,45.783830,651.11
1.876279,45.783918,650.61
1.875961,45.783908,650.68
1.875644,45.783873,649.43
1.875332,45.783914,649.47
1.875064,45.784039,649.33
1.874759,45.784024,649.28
1.874453,45.783965,650.42
1.874142,45.783910,649.47
1.873854,45.783811,649.00
1.873682,45.783626,649.55
1.873632,45.783405,649.28
1.873682,45.783185,649.09
1.873768,45.782968,649.11
1.873928,45.782775,649.17
1.874154,45.782619,648.90
1.874429,45.782503,649.72
1.874582,45.782310,649.43
1.874662,45.782093,649.90
1.874779,45.781885,649.32
1.874941,45.781692,649.16
1.875117,45.781510,649.75
1.875064,45.781293,649.70
1.874803,45.781200,651.48
1.874499,45.781275,648.95
1.874195,45.781348,650.88
1.873882,45.781354,650.83
1.873623,45.781224,650.83
1.873412,45.781055,650.35
1.873211,45.780879,650.52
1.872913,45.780825,649.27
1.872592,45.780826,649.13
1.872274,45.780789,650.66
1.871979,45.780700,650.50
1.871688,45.780606,649.17
1.871440,45.780463,649.20
1.871240,45.780289,649.94
1.871081,45.780093,650.14
1.870955,45.779887,649.95
1.870841,45.779677,649.75
1.870764,45.779460,649.57
1.870721,45.779237,649.29
1.870693,45.779014,650.05
1.870668,45.778790,649.15
1.870643,45.778566,648.88
1.870612,45.778342,648.87
1.870572,45.778120,649.17
1.870512,45.777899,649.36
1.870460,45.777677,649.48
1.870380,45.777460,649.56
1.870166,45.777302,649.23
1.869860,45.777235,650.16
1.869539,45.777219,649.15
1.869217,45.777225,649.06
1.868941,45.777326,649.27
1.868847,45.777532,649.33
1.868697,45.777717,650.64
1.868425,45.777835,650.72
1.868133,45.777930,649.41
1.867831,45.778006,650.56
1.867513,45.777993,650.91
1.867212,45.777914,650.07
1.866958,45.777784,649.60
1.866782,45.777598,649.31
1.866618,45.777413,649.04
1.866320,45.777426,649.58
1.866009,45.777446,650.75
1.865687,45.777445,649.32
1.865365,45.777448,649.24
1.865043,45.777450,650.63
1.864721,45.777451,649.66
1.864528,45.777577,648.98
1.864655,45.777764,649.01
1.864940,45.777869,649.29
1.865202,45.777999,650.26
1.865431,45.778155,649.57
1.865467,45.778345,650.07
1.865487,45.778536,649.40
1.865776,45.778632,649.04
1.866083,45.778699,649.12
1.866336,45.778828,649.45
1.866551,45.778988,649.19
1.866753,45.779152,649.13
1.866799,45.779373,649.18
1.866787,45.779598,648.94
1.866754,45.779821,649.38
1.866617,45.780022,650.24
1.866464,45.780205,649.90
1.866363,45.780403,650.47
1.866060,45.780465,649.98
1.865755,45.780522,650.64
1.865501,45.780661,648.92
1.865252,45.780803,648.90
1.865034,45.780967,649.88
1.864849,45.781151,649.09
1.864708,45.781351,650.14
1.864695,45.781571,649.76
1.864661,45.781795,650.35
1.864538,45.781986,649.18
1.864313,45.782141,649.04
1.864178,45.782345,649.32
1.864116,45.782564,649.01
1.864244,45.782738,649.31
1.864545,45.782816,648.85
1.864806,45.782941,648.88
1.864972,45.783132,649.37
1.865106,45.783336,648.92
1.865304,45.783513,648.94
1.865387,45.783724,648.93
1.865353,45.783945,649.57
1.865548,45.784116,649.40
1.865821,45.784230,649.05
1.866130,45.784294,648.88
1.866321,45.784469,649.11
1.866471,45.784639,649.89
1.866612,45.784830,649.32
1.866686,45.785035,649.62
1.866873,45.785210,649.32
1.867120,45.785352,650.31
1.867366,45.785494,649.84
1.867436,45.785712,650.08
1.867449,45.785936,650.03
1.867629,45.786084,649.60
1.867940,45.786140,650.70
1.868262,45.786138,650.25
1.868544,45.786214,650.96
1.868854,45.786267,649.07
1.869175,45.786289,648.93
1.869497,45.786296,651.28
1.869819,45.786295,651.69
1.870135,45.786270,649.53
1.870437,45.786193,649.34
1.870718,45.786083,649.34
1.870990,45.785964,649.47
1.871157,45.785780,650.48
1.871257,45.785587,649.09
1.871550,45.785603,649.17
1.871801,45.785744,650.53
1.872028,45.785903,649.87
1.872225,45.786081,649.21
1.872444,45.786245,648.90
1.872666,45.786407,649.99
1.872914,45.786551,649.46
1.873171,45.786686,649.03
1.873415,45.786833,649.25
1.873656,45.786981,649.15
1.873930,45.787098,649.40
1.874057,45.787281,649.26
1.873908,45.787479,649.21
1.873728,45.787664,649.87
1.873453,45.787770,649.28
1.873134,45.787792,650.94
1.872812,45.787795,650.81
1.872502,45.787736,650.40
1.872275,45.787589,649.66
1.872166,45.787378,650.49
1.872099,45.787159,650.87
1.872060,45.786936,650.76
1.871923,45.786746,649.95
1.871621,45.786773,649.79
1.871394,45.786932,649.91
1.871127,45.787057,650.54
1.871035,45.787267,649.34
1.870966,45.787486,649.91
1.870878,45.787702,650.78
1.870784,45.787917,648.98
1.870584,45.788089,650.56
1.870434,45.788280,649.38
1.870387,45.788503,649.03
1.870316,45.788721,650.53
1.870232,45.788938,651.56
1.870059,45.789110,650.81
1.869744,45.789100,650.48
1.869424,45.789072,650.72
1.869105,45.789040,649.97
1.868787,45.789004,648.85
1.868468,45.788974,649.26
1.868148,45.788949,649.65
1.867830,45.788927,649.06
1.867874,45.789090,650.12
1.868141,45.789215,649.82
1.868412,45.789337,648.95
1.868701,45.789435,649.29
1.868950,45.789561,649.19
1.868934,45.789753,648.95
1.868691,45.789901,648.93
1.868448,45.790048,648.98
1.868255,45.790227,649.09
1.868069,45.790411,649.72
1.867879,45.790592,649.15
1.867670,45.790762,649.32
1.867440,45.790920,648.93
1.867237,45.791093,649.11
1.867025,45.791263,649.89
1.866773,45.791400,651.18
1.866481,45.791496,649.41
1.866179,45.791573,649.12
1.865876,45.791650,648.93
1.865562,45.791694,650.99
1.865240,45.791693,651.55
1.864919,45.791682,650.33
1.864601,45.791651,649.89
1.864302,45.791716,649.30
1.864061,45.791865,649.48
1.863847,45.792031,649.44
1.863642,45.792200,649.71
1.863469,45.792384,649.77
1.863308,45.792579,648.94
1.863192,45.792787,649.92
1.862988,45.792940,650.72
1.862670,45.792908,649.21
1.862374,45.792912,649.42
1.862272,45.793122,648.87
1.862138,45.793127,650.75
1.862232,45.792915,651.75
1.861987,45.792885,650.37
1.861671,45.792928,649.84
1.861356,45.792973,650.76
1.861039,45.793014,650.17
1.860733,45.793080,648.86
1.860458,45.793196,649.29
1.860236,45.793356,649.70
1.860144,45.793569,649.07
1.860142,45.793794,648.89
1.860072,45.794009,649.51
1.859801,45.794121,649.14
1.859494,45.794191,649.87
1.859189,45.794262,649.20
1.858885,45.794337,648.93
1.858579,45.794405,649.72
1.858259,45.794397,649.77
1.857938,45.794381,648.98
1.857660,45.794485,648.85
1.857404,45.794620,648.85
1.857184,45.794785,648.98
1.856937,45.794927,648.94
1.856629,45.794939,649.37
1.856357,45.794824,649.57
1.856164,45.794647,649.36
1.856115,45.794430,649.69
1.856215,45.794222,649.46
1.856455,45.794074,650.90
1.856715,45.793942,651.11
1.856939,45.793782,650.27
1.857125,45.793599,649.79
1.857298,45.793410,649.17
1.857474,45.793221,649.07
1.857634,45.793027,649.39
1.857783,45.792828,650.17
1.857930,45.792628,648.94
1.858072,45.792427,650.19
1.858214,45.792225,649.56
1.858357,45.792024,648.87
1.858502,45.791823,649.04
1.858650,45.791624,649.61
1.858812,45.791429,648.87
1.858974,45.791235,649.28
1.859133,45.791040,648.95
1.859291,45.790845,649.38
1.859449,45.790649,649.90
1.859603,45.790451,649.19
1.859750,45.790252,649.83
1.859879,45.790046,650.05
1.859973,45.789833,648.86
1.859960,45.789612,649.32
1.859795,45.789422,649.32
1.859576,45.789257,649.32
1.859435,45.789056,649.32
1.859327,45.788844,648.91
1.859250,45.788627,649.08
1.859186,45.788407,649.61
1.859176,45.788188,649.54
1.859178,45.787968,649.08
1.859107,45.787749,649.38
1.859074,45.787527,649.79
1.859189,45.787318,649.27
1.859350,45.787128,648.93
1.859646,45.787039,649.29
1.859956,45.786986,649.72
1.860265,45.787039,649.73
1.860570,45.786992,651.43
1.860813,45.786844,649.54
1.861044,45.786688,650.27
1.861256,45.786523,652.54
1.861336,45.786307,649.83
1.861354,45.786087,649.17
1.861078,45.785990,649.66
1.860757,45.785978,650.12
1.860458,45.786047,649.40
1.860171,45.786147,648.98
1.859865,45.786216,648.98
1.859548,45.786255,648.92
1.859240,45.786222,649.32
1.859113,45.786031,649.41
1.859224,45.785826,650.02
1.859491,45.785708,649.45
1.859799,45.785641,649.34
1.860016,45.785493,649.17
1.860114,45.785279,649.01
1.860177,45.785059,650.10
1.860121,45.784847,648.99
1.859911,45.784682,649.16
1.859625,45.784609,649.65
1.859385,45.784460,649.11
1.859087,45.784386,649.20
1.858766,45.784372,648.99
1.858444,45.784370,649.14
1.858140,45.784443,649.44
1.857896,45.784582,649.18
1.857868,45.784797,649.33
1.857989,45.785005,649.09
1.858107,45.785213,649.16
1.858148,45.785433,650.20
1.858073,45.785650,650.42
1.857944,45.785856,649.45
1.857760,45.786040,650.26
1.857551,45.786209,649.94
1.857280,45.786325,648.98
1.856977,45.786401,649.05
1.856665,45.786456,649.02
1.856349,45.786499,648.95
1.856030,45.786531,649.00
1.855710,45.786554,649.32
1.855389,45.786566,648.94
1.855067,45.786562,649.07
1.854754,45.786510,649.01
1.854495,45.786380,649.59
1.854292,45.786207,649.25
1.854149,45.786006,648.96
1.854039,45.785796,648.85
1.853960,45.785578,648.85
1.853876,45.785361,648.99
1.853751,45.785154,648.89
1.853660,45.784939,649.17
1.853680,45.784717,649.32
1.853735,45.784496,649.63
1.853763,45.784273,649.32
1.853751,45.784049,649.32
1.853806,45.783833,649.00
1.853987,45.783649,650.17
1.854258,45.783530,650.27
1.854533,45.783414,649.12
1.854806,45.783296,649.62
1.855088,45.783188,648.90
1.855367,45.783075,649.07
1.855525,45.782893,649.32
1.855627,45.782680,648.91
1.855728,45.782467,649.04
1.855720,45.782248,649.32
1.855652,45.782030,649.32
1.855743,45.781820,649.32
1.855948,45.781649,649.32
1.856191,45.781502,649.57
1.856460,45.781380,650.28
1.856748,45.781280,652.52
1.857009,45.781148,651.64
1.857164,45.780970,649.61
1.856993,45.780788,650.96
1.856705,45.780690,649.24
1.856391,45.780684,650.11
1.856110,45.780792,650.76
1.855834,45.780908,649.69
1.855554,45.780956,650.05
1.855329,45.780797,650.16
1.855110,45.780632,649.42
1.854806,45.780587,649.67
1.854484,45.780587,650.04
1.854165,45.780613,650.19
1.853889,45.780721,650.21
1.853666,45.780880,650.17
1.853398,45.780973,650.37
1.853078,45.780947,649.33
1.852803,45.780842,649.57
1.852616,45.780661,649.39
1.852441,45.780472,648.89
1.852225,45.780307,651.20
1.851991,45.780153,650.62
1.851731,45.780020,648.98
1.851475,45.779885,649.12
1.851173,45.779817,649.34
1.850862,45.779856,649.79
1.850654,45.780021,649.94
1.850534,45.780229,649.69
1.850444,45.780444,649.70
1.850430,45.780667,650.05
1.850466,45.780889,650.44
1.850366,45.781098,650.07
1.850108,45.781226,650.94
1.849794,45.781274,650.66
1.849483,45.781331,649.89
1.849172,45.781390,650.96
1.848856,45.781425,649.73
1.848534,45.781428,649.99
