lon,lat,depth_m,timestamp
1.890560,45.800050,7.40,2009-04-22T12:00:00+00:00
1.890840,45.799150,0.60,2009-04-22T12:00:00+00:00
1.890580,45.791960,1.20,2009-04-22T12:00:00+00:00
1.890580,45.806040,1.70,2009-04-22T12:00:00+00:00
1.890600,45.793780,7.50,2009-04-22T12:00:00+00:00
1.890610,45.798830,0.70,2009-04-22T12:00:00+00:00
1.890610,45.799320,1.20,2009-04-22T12:00:00+00:00
1.890620,45.798760,0.80,2009-04-22T12:00:00+00:00
1.890640,45.805900,1.60,2009-04-22T12:00:00+00:00
1.890500,45.799310,1.50,2009-04-22T12:00:00+00:00
1.892900,45.807200,1.50,2009-04-22T12:00:00+00:00
1.892920,45.809280,1.40,2009-04-22T12:00:00+00:00
1.892880,45.806620,3.60,2009-04-22T12:00:00+00:00
1.892880,45.807160,1.90,2009-04-22T12:00:00+00:00
1.892880,45.809210,1.20,2009-04-22T12:00:00+00:00
1.892890,45.792940,8.50,2009-04-22T12:00:00+00:00
1.892890,45.807170,1.80,2009-04-22T12:00:00+00:00
1.892890,45.807220,1.40,2009-04-22T12:00:00+00:00
1.892870,45.796460,13.20,2009-04-22T12:00:00+00:00
1.892900,45.807180,1.80,2009-04-22T12:00:00+00:00
1.892860,45.807150,1.90,2009-04-22T12:00:00+00:00
1.892900,45.807210,1.40,2009-04-22T12:00:00+00:00
1.892900,45.807230,1.40,2009-04-22T12:00:00+00:00
1.892900,45.808930,0.60,2009-04-22T12:00:00+00:00
1.892910,45.807180,1.80,2009-04-22T12:00:00+00:00
1.892910,45.807200,1.50,2009-04-22T12:00:00+00:00
1.892920,45.807190,1.80,2009-04-22T12:00:00+00:00
1.892710,45.796600,12.70,2009-04-22T12:00:00+00:00
1.892900,45.807170,1.80,2009-04-22T12:00:00+00:00
1.892810,45.809100,0.70,2009-04-22T12:00:00+00:00
1.891740,45.794270,10.50,2009-04-22T12:00:00+00:00
1.892760,45.800950,1.80,2009-04-22T12:00:00+00:00
1.892760,45.807050,2.00,2009-04-22T12:00:00+00:00
1.892780,45.795050,12.20,2009-04-22T12:00:00+00:00
1.892790,45.796530,13.10,2009-04-22T12:00:00+00:00
1.892790,45.807070,2.00,2009-04-22T12:00:00+00:00
1.892800,45.792880,8.30,2009-04-22T12:00:00+00:00
1.892870,45.807160,1.80,2009-04-22T12:00:00+00:00
1.892800,45.809040,0.50,2009-04-22T12:00:00+00:00
1.892930,45.807200,1.70,2009-04-22T12:00:00+00:00
1.892840,45.807100,2.00,2009-04-22T12:00:00+00:00
1.892840,45.809150,1.10,2009-04-22T12:00:00+00:00
1.892850,45.807120,2.00,2009-04-22T12:00:00+00:00
1.892850,45.808980,0.50,2009-04-22T12:00:00+00:00
1.892860,45.795120,12.10,2009-04-22T12:00:00+00:00
1.892860,45.807120,2.00,2009-04-22T12:00:00+00:00
1.892860,45.807140,1.90,2009-04-22T12:00:00+00:00
1.892800,45.806570,3.50,2009-04-22T12:00:00+00:00
1.893060,45.806740,3.70,2009-04-22T12:00:00+00:00
1.892920,45.807200,1.70,2009-04-22T12:00:00+00:00
1.893030,45.795250,12.30,2009-04-22T12:00:00+00:00
1.893030,45.807250,2.10,2009-04-22T12:00:00+00:00
1.893030,45.809810,1.10,2009-04-22T12:00:00+00:00
1.893030,45.809890,1.00,2009-04-22T12:00:00+00:00
1.893030,45.809960,0.80,2009-04-22T12:00:00+00:00
1.893030,45.810020,0.60,2009-04-22T12:00:00+00:00
1.893010,45.809660,1.30,2009-04-22T12:00:00+00:00
1.893050,45.808880,1.10,2009-04-22T12:00:00+00:00
1.893010,45.807250,2.00,2009-04-22T12:00:00+00:00
1.893070,45.793050,8.40,2009-04-22T12:00:00+00:00
1.893070,45.801050,2.10,2009-04-22T12:00:00+00:00
1.893070,45.807250,2.30,2009-04-22T12:00:00+00:00
1.893100,45.795320,12.20,2009-04-22T12:00:00+00:00
1.893110,45.807250,2.30,2009-04-22T12:00:00+00:00
1.893120,45.807250,2.40,2009-04-22T12:00:00+00:00
1.902700,45.791040,2.90,2009-04-22T12:00:00+00:00
1.893040,45.796320,13.40,2009-04-22T12:00:00+00:00
1.892960,45.801020,2.00,2009-04-22T12:00:00+00:00
1.892930,45.807210,1.80,2009-04-22T12:00:00+00:00
1.892930,45.807220,1.70,2009-04-22T12:00:00+00:00
1.892930,45.807240,1.40,2009-04-22T12:00:00+00:00
1.892940,45.795180,12.50,2009-04-22T12:00:00+00:00
1.892940,45.807220,1.80,2009-04-22T12:00:00+00:00
1.892940,45.807230,1.80,2009-04-22T12:00:00+00:00
1.892940,45.807240,1.60,2009-04-22T12:00:00+00:00
1.893020,45.809740,1.30,2009-04-22T12:00:00+00:00
1.892960,45.796390,13.50,2009-04-22T12:00:00+00:00
1.892700,45.807000,2.00,2009-04-22T12:00:00+00:00
1.892960,45.808890,0.80,2009-04-22T12:00:00+00:00
1.892960,45.809430,1.40,2009-04-22T12:00:00+00:00
1.892970,45.806690,3.70,2009-04-22T12:00:00+00:00
1.892970,45.807240,1.80,2009-04-22T12:00:00+00:00
1.892980,45.792990,8.70,2009-04-22T12:00:00+00:00
1.892980,45.809500,1.40,2009-04-22T12:00:00+00:00
1.893000,45.809580,1.30,2009-04-22T12:00:00+00:00
1.892940,45.809350,1.40,2009-04-22T12:00:00+00:00
1.892190,45.794590,14.80,2009-04-22T12:00:00+00:00
1.892290,45.806380,2.40,2009-04-22T12:00:00+00:00
1.892060,45.806330,2.80,2009-04-22T12:00:00+00:00
1.892070,45.797250,5.70,2009-04-22T12:00:00+00:00
1.892100,45.794520,14.30,2009-04-22T12:00:00+00:00
1.892100,45.806360,2.90,2009-04-22T12:00:00+00:00
1.892130,45.792520,7.10,2009-04-22T12:00:00+00:00
1.892150,45.797180,6.00,2009-04-22T12:00:00+00:00
1.892030,45.806370,2.70,2009-04-22T12:00:00+00:00
1.892180,45.806360,1.80,2009-04-22T12:00:00+00:00
1.892030,45.792470,6.80,2009-04-22T12:00:00+00:00
1.892200,45.806380,2.80,2009-04-22T12:00:00+00:00
1.892220,45.797110,6.70,2009-04-22T12:00:00+00:00
1.892230,45.792580,7.20,2009-04-22T12:00:00+00:00
1.892250,45.806390,1.90,2009-04-22T12:00:00+00:00
1.892270,45.794650,14.20,2009-04-22T12:00:00+00:00
1.892270,45.800730,2.20,2009-04-22T12:00:00+00:00
1.892710,45.806510,3.30,2009-04-22T12:00:00+00:00
1.892160,45.800680,2.20,2009-04-22T12:00:00+00:00
1.891910,45.806480,2.30,2009-04-22T12:00:00+00:00
1.889820,45.799190,4.00,2009-04-22T12:00:00+00:00
1.891790,45.806600,1.60,2009-04-22T12:00:00+00:00
1.891800,45.797520,6.60,2009-04-22T12:00:00+00:00
1.891830,45.794330,11.70,2009-04-22T12:00:00+00:00
1.891830,45.806280,2.40,2009-04-22T12:00:00+00:00
1.891850,45.792360,6.10,2009-04-22T12:00:00+00:00
1.891850,45.800560,5.70,2009-04-22T12:00:00+00:00
1.892060,45.800640,2.40,2009-04-22T12:00:00+00:00
1.891860,45.806540,2.10,2009-04-22T12:00:00+00:00
1.892300,45.806360,2.10,2009-04-22T12:00:00+00:00
1.891920,45.794390,12.50,2009-04-22T12:00:00+00:00
1.891930,45.797400,5.40,2009-04-22T12:00:00+00:00
1.891940,45.792420,6.40,2009-04-22T12:00:00+00:00
1.891950,45.806300,2.60,2009-04-22T12:00:00+00:00
1.891980,45.806420,2.50,2009-04-22T12:00:00+00:00
1.891990,45.797320,5.30,2009-04-22T12:00:00+00:00
1.892010,45.794460,13.60,2009-04-22T12:00:00+00:00
1.891860,45.797470,5.80,2009-04-22T12:00:00+00:00
1.892600,45.794910,13.50,2009-04-22T12:00:00+00:00
1.892280,45.797030,7.80,2009-04-22T12:00:00+00:00
1.892500,45.806790,2.40,2009-04-22T12:00:00+00:00
1.892510,45.792730,7.60,2009-04-22T12:00:00+00:00
1.892510,45.806420,2.90,2009-04-22T12:00:00+00:00
1.892520,45.794850,14.60,2009-04-22T12:00:00+00:00
1.892560,45.796740,11.20,2009-04-22T12:00:00+00:00
1.892560,45.800860,1.80,2009-04-22T12:00:00+00:00
1.892480,45.796800,10.20,2009-04-22T12:00:00+00:00
1.892600,45.792780,8.00,2009-04-22T12:00:00+00:00
1.892460,45.800810,1.90,2009-04-22T12:00:00+00:00
1.892600,45.806950,2.20,2009-04-22T12:00:00+00:00
1.892610,45.806460,3.10,2009-04-22T12:00:00+00:00
1.892630,45.796670,12.30,2009-04-22T12:00:00+00:00
1.892660,45.800910,1.80,2009-04-22T12:00:00+00:00
1.892660,45.806970,2.10,2009-04-22T12:00:00+00:00
1.892690,45.794980,12.90,2009-04-22T12:00:00+00:00
1.892700,45.792830,8.20,2009-04-22T12:00:00+00:00
1.892590,45.806860,2.40,2009-04-22T12:00:00+00:00
1.892370,45.800770,2.10,2009-04-22T12:00:00+00:00
1.892320,45.792630,7.40,2009-04-22T12:00:00+00:00
1.892320,45.806510,1.00,2009-04-22T12:00:00+00:00
1.892320,45.806550,0.80,2009-04-22T12:00:00+00:00
1.892320,45.806610,1.10,2009-04-22T12:00:00+00:00
1.892340,45.796950,8.40,2009-04-22T12:00:00+00:00
1.892340,45.806410,1.70,2009-04-22T12:00:00+00:00
1.892340,45.806450,1.70,2009-04-22T12:00:00+00:00
1.892490,45.806850,2.40,2009-04-22T12:00:00+00:00
1.892360,45.794710,14.30,2009-04-22T12:00:00+00:00
1.891740,45.800510,6.90,2009-04-22T12:00:00+00:00
1.892390,45.806650,1.60,2009-04-22T12:00:00+00:00
1.892400,45.806390,2.70,2009-04-22T12:00:00+00:00
1.892400,45.806700,2.20,2009-04-22T12:00:00+00:00
1.892420,45.792680,7.30,2009-04-22T12:00:00+00:00
1.892420,45.796880,9.30,2009-04-22T12:00:00+00:00
1.892440,45.794780,14.60,2009-04-22T12:00:00+00:00
1.892450,45.806730,2.30,2009-04-22T12:00:00+00:00
1.892340,45.806480,1.20,2009-04-22T12:00:00+00:00
1.884800,45.793220,12.90,2009-04-22T12:00:00+00:00
1.884820,45.795640,5.30,2009-04-22T12:00:00+00:00
1.884750,45.793480,12.60,2009-04-22T12:00:00+00:00
1.884750,45.795320,1.70,2009-04-22T12:00:00+00:00
1.884760,45.796320,6.40,2009-04-22T12:00:00+00:00
1.884770,45.793400,12.70,2009-04-22T12:00:00+00:00
1.884770,45.796800,2.70,2009-04-22T12:00:00+00:00
1.884790,45.793310,12.80,2009-04-22T12:00:00+00:00
1.884740,45.796410,5.40,2009-04-22T12:00:00+00:00
1.884800,45.793040,13.30,2009-04-22T12:00:00+00:00
1.884730,45.793570,12.70,2009-04-22T12:00:00+00:00
1.884800,45.795400,1.80,2009-04-22T12:00:00+00:00
1.884810,45.792950,13.20,2009-04-22T12:00:00+00:00
1.884810,45.793140,13.50,2009-04-22T12:00:00+00:00
1.884810,45.796150,7.70,2009-04-22T12:00:00+00:00
1.884820,45.789800,1.00,2009-04-22T12:00:00+00:00
1.884820,45.792870,13.10,2009-04-22T12:00:00+00:00
1.884560,45.794170,10.00,2009-04-22T12:00:00+00:00
1.884790,45.796240,7.30,2009-04-22T12:00:00+00:00
1.884670,45.793740,12.60,2009-04-22T12:00:00+00:00
1.885040,45.790860,14.60,2009-04-22T12:00:00+00:00
1.884570,45.789860,1.20,2009-04-22T12:00:00+00:00
1.884570,45.794080,11.40,2009-04-22T12:00:00+00:00
1.884590,45.794000,12.20,2009-04-22T12:00:00+00:00
1.884620,45.793920,12.10,2009-04-22T12:00:00+00:00
1.884620,45.795240,1.30,2009-04-22T12:00:00+00:00
1.884640,45.789800,0.50,2009-04-22T12:00:00+00:00
1.884750,45.791770,15.10,2009-04-22T12:00:00+00:00
1.884640,45.793830,12.50,2009-04-22T12:00:00+00:00
1.884820,45.795980,7.90,2009-04-22T12:00:00+00:00
1.884680,45.796660,3.00,2009-04-22T12:00:00+00:00
1.884690,45.793650,12.80,2009-04-22T12:00:00+00:00
1.884690,45.795270,1.50,2009-04-22T12:00:00+00:00
1.884690,45.796580,3.60,2009-04-22T12:00:00+00:00
1.884690,45.796750,2.70,2009-04-22T12:00:00+00:00
1.884710,45.796490,4.40,2009-04-22T12:00:00+00:00
1.884730,45.789800,0.60,2009-04-22T12:00:00+00:00
1.884640,45.791740,15.70,2009-04-22T12:00:00+00:00
1.884990,45.791380,14.40,2009-04-22T12:00:00+00:00
1.884820,45.795560,3.00,2009-04-22T12:00:00+00:00
1.884900,45.791810,15.10,2009-04-22T12:00:00+00:00
1.884920,45.791630,15.80,2009-04-22T12:00:00+00:00
1.884920,45.796990,1.40,2009-04-22T12:00:00+00:00
1.884940,45.791550,14.70,2009-04-22T12:00:00+00:00
1.884960,45.791460,14.40,2009-04-22T12:00:00+00:00
1.884970,45.791860,14.80,2009-04-22T12:00:00+00:00
1.884900,45.789770,0.50,2009-04-22T12:00:00+00:00
1.884980,45.797060,1.40,2009-04-22T12:00:00+00:00
1.884890,45.791980,14.80,2009-04-22T12:00:00+00:00
1.885010,45.791290,14.40,2009-04-22T12:00:00+00:00
1.885030,45.791120,14.40,2009-04-22T12:00:00+00:00
1.885030,45.791210,14.60,2009-04-22T12:00:00+00:00
1.885040,45.790340,12.90,2009-04-22T12:00:00+00:00
1.885040,45.790430,13.50,2009-04-22T12:00:00+00:00
1.885040,45.790680,14.40,2009-04-22T12:00:00+00:00
1.889840,45.806140,0.90,2009-04-22T12:00:00+00:00
1.884980,45.789760,0.60,2009-04-22T12:00:00+00:00
1.884860,45.792430,14.20,2009-04-22T12:00:00+00:00
1.884820,45.796060,7.90,2009-04-22T12:00:00+00:00
1.884830,45.792780,13.30,2009-04-22T12:00:00+00:00
1.884830,45.795720,7.30,2009-04-22T12:00:00+00:00
1.884830,45.795900,8.20,2009-04-22T12:00:00+00:00
1.884840,45.792700,13.60,2009-04-22T12:00:00+00:00
1.884840,45.795810,8.20,2009-04-22T12:00:00+00:00
1.884840,45.796860,2.30,2009-04-22T12:00:00+00:00
1.884900,45.791720,15.50,2009-04-22T12:00:00+00:00
1.884860,45.791810,15.10,2009-04-22T12:00:00+00:00
1.884530,45.794260,8.60,2009-04-22T12:00:00+00:00
1.884860,45.792520,14.10,2009-04-22T12:00:00+00:00
1.884870,45.792160,14.50,2009-04-22T12:00:00+00:00
1.884870,45.792250,14.20,2009-04-22T12:00:00+00:00
1.884870,45.792340,14.10,2009-04-22T12:00:00+00:00
1.884880,45.792070,14.60,2009-04-22T12:00:00+00:00
1.884880,45.796930,1.80,2009-04-22T12:00:00+00:00
1.884890,45.791890,14.70,2009-04-22T12:00:00+00:00
1.884850,45.792620,14.10,2009-04-22T12:00:00+00:00
1.883150,45.791560,16.60,2009-04-22T12:00:00+00:00
1.883480,45.791160,15.00,2009-04-22T12:00:00+00:00
1.882870,45.791920,15.00,2009-04-22T12:00:00+00:00
1.882930,45.791380,15.90,2009-04-22T12:00:00+00:00
1.882930,45.791850,14.70,2009-04-22T12:00:00+00:00
1.882980,45.791780,15.20,2009-04-22T12:00:00+00:00
1.883020,45.791700,15.30,2009-04-22T12:00:00+00:00
1.883050,45.791410,15.90,2009-04-22T12:00:00+00:00
1.882800,45.791980,13.70,2009-04-22T12:00:00+00:00
1.883150,45.791440,15.70,2009-04-22T12:00:00+00:00
1.882740,45.792050,12.70,2009-04-22T12:00:00+00:00
1.883220,45.791500,15.50,2009-04-22T12:00:00+00:00
1.883270,45.791430,15.10,2009-04-22T12:00:00+00:00
1.883270,45.791480,16.00,2009-04-22T12:00:00+00:00
1.883320,45.791360,15.50,2009-04-22T12:00:00+00:00
1.883370,45.791300,15.10,2009-04-22T12:00:00+00:00
1.883390,45.791500,15.90,2009-04-22T12:00:00+00:00
1.884560,45.795180,1.10,2009-04-22T12:00:00+00:00
1.883090,45.791630,15.10,2009-04-22T12:00:00+00:00
1.882510,45.792920,0.50,2009-04-22T12:00:00+00:00
1.882460,45.792790,0.90,2009-04-22T12:00:00+00:00
1.882460,45.792810,0.70,2009-04-22T12:00:00+00:00
1.882460,45.792830,0.70,2009-04-22T12:00:00+00:00
1.882490,45.791220,15.40,2009-04-22T12:00:00+00:00
1.882490,45.792840,1.30,2009-04-22T12:00:00+00:00
1.882500,45.792920,0.90,2009-04-22T12:00:00+00:00
1.882510,45.792290,7.00,2009-04-22T12:00:00+00:00
1.882820,45.791340,16.10,2009-04-22T12:00:00+00:00
1.882510,45.792890,0.50,2009-04-22T12:00:00+00:00
1.883500,45.791530,15.90,2009-04-22T12:00:00+00:00
1.882520,45.792860,0.50,2009-04-22T12:00:00+00:00
1.882540,45.792880,3.20,2009-04-22T12:00:00+00:00
1.882570,45.792240,10.50,2009-04-22T12:00:00+00:00
1.882600,45.791270,15.60,2009-04-22T12:00:00+00:00
1.882630,45.792180,11.50,2009-04-22T12:00:00+00:00
1.882670,45.792120,10.90,2009-04-22T12:00:00+00:00
1.882700,45.791310,16.10,2009-04-22T12:00:00+00:00
1.882510,45.792850,6.60,2009-04-22T12:00:00+00:00
1.884400,45.795060,1.00,2009-04-22T12:00:00+00:00
1.883410,45.791230,14.90,2009-04-22T12:00:00+00:00
1.884300,45.791650,15.70,2009-04-22T12:00:00+00:00
1.884310,45.794920,1.00,2009-04-22T12:00:00+00:00
1.884320,45.794760,1.70,2009-04-22T12:00:00+00:00
1.884350,45.790140,7.00,2009-04-22T12:00:00+00:00
1.884360,45.794680,2.20,2009-04-22T12:00:00+00:00
1.884360,45.795000,1.10,2009-04-22T12:00:00+00:00
1.884290,45.790210,8.50,2009-04-22T12:00:00+00:00
1.884390,45.794600,3.10,2009-04-22T12:00:00+00:00
1.884220,45.790280,9.90,2009-04-22T12:00:00+00:00
1.884410,45.791670,15.60,2009-04-22T12:00:00+00:00
1.884430,45.794520,4.30,2009-04-22T12:00:00+00:00
1.884450,45.789990,3.80,2009-04-22T12:00:00+00:00
1.884460,45.794430,5.60,2009-04-22T12:00:00+00:00
1.884500,45.794350,7.20,2009-04-22T12:00:00+00:00
1.884510,45.789920,2.20,2009-04-22T12:00:00+00:00
1.884530,45.791700,15.60,2009-04-22T12:00:00+00:00
1.884390,45.790070,5.40,2009-04-22T12:00:00+00:00
1.883900,45.790640,14.30,2009-04-22T12:00:00+00:00
1.883530,45.791080,15.20,2009-04-22T12:00:00+00:00
1.883600,45.791010,15.10,2009-04-22T12:00:00+00:00
1.883620,45.791550,15.90,2009-04-22T12:00:00+00:00
1.883660,45.790940,14.80,2009-04-22T12:00:00+00:00
1.883710,45.790870,14.60,2009-04-22T12:00:00+00:00
1.883740,45.791560,15.90,2009-04-22T12:00:00+00:00
1.883760,45.790790,14.70,2009-04-22T12:00:00+00:00
1.884290,45.794840,1.10,2009-04-22T12:00:00+00:00
1.883860,45.791580,15.90,2009-04-22T12:00:00+00:00
1.885040,45.790940,14.70,2009-04-22T12:00:00+00:00
1.883980,45.790570,13.90,2009-04-22T12:00:00+00:00
1.883980,45.791600,15.70,2009-04-22T12:00:00+00:00
1.884050,45.790500,13.20,2009-04-22T12:00:00+00:00
1.884100,45.791610,15.70,2009-04-22T12:00:00+00:00
1.884110,45.790420,12.10,2009-04-22T12:00:00+00:00
1.884160,45.790350,11.10,2009-04-22T12:00:00+00:00
1.884180,45.791630,15.80,2009-04-22T12:00:00+00:00
1.883830,45.790720,14.50,2009-04-22T12:00:00+00:00
1.888880,45.799290,4.50,2009-04-22T12:00:00+00:00
1.889060,45.793240,12.70,2009-04-22T12:00:00+00:00
1.888650,45.799010,0.80,2009-04-22T12:00:00+00:00
1.888670,45.793580,10.90,2009-04-22T12:00:00+00:00
1.888720,45.793000,13.50,2009-04-22T12:00:00+00:00
1.888750,45.793510,11.10,2009-04-22T12:00:00+00:00
1.888750,45.799260,3.90,2009-04-22T12:00:00+00:00
1.888770,45.799010,1.20,2009-04-22T12:00:00+00:00
1.888630,45.792940,13.70,2009-04-22T12:00:00+00:00
1.888830,45.793440,11.20,2009-04-22T12:00:00+00:00
1.888590,45.793640,10.50,2009-04-22T12:00:00+00:00
1.888890,45.799030,1.90,2009-04-22T12:00:00+00:00
1.888910,45.793110,13.00,2009-04-22T12:00:00+00:00
1.888910,45.793380,11.90,2009-04-22T12:00:00+00:00
1.888980,45.793300,12.30,2009-04-22T12:00:00+00:00
1.888990,45.799330,4.80,2009-04-22T12:00:00+00:00
1.889000,45.793160,12.70,2009-04-22T12:00:00+00:00
1.887890,45.794280,11.10,2009-04-22T12:00:00+00:00
1.888820,45.793050,13.20,2009-04-22T12:00:00+00:00
1.888360,45.793860,10.70,2009-04-22T12:00:00+00:00
1.885040,45.790770,14.50,2009-04-22T12:00:00+00:00
1.888000,45.792700,13.90,2009-04-22T12:00:00+00:00
1.888040,45.794140,10.80,2009-04-22T12:00:00+00:00
1.888110,45.792720,13.70,2009-04-22T12:00:00+00:00
1.888120,45.794060,10.80,2009-04-22T12:00:00+00:00
1.888190,45.794000,10.80,2009-04-22T12:00:00+00:00
1.888240,45.792740,13.80,2009-04-22T12:00:00+00:00
1.888630,45.799230,2.80,2009-04-22T12:00:00+00:00
1.888350,45.792780,13.90,2009-04-22T12:00:00+00:00
1.889100,45.793220,12.40,2009-04-22T12:00:00+00:00
1.888440,45.792830,13.90,2009-04-22T12:00:00+00:00
1.888440,45.793790,10.50,2009-04-22T12:00:00+00:00
1.888500,45.799120,0.80,2009-04-22T12:00:00+00:00
1.888510,45.793720,10.30,2009-04-22T12:00:00+00:00
1.888520,45.799190,1.70,2009-04-22T12:00:00+00:00
1.888540,45.792880,13.70,2009-04-22T12:00:00+00:00
1.888550,45.799050,0.70,2009-04-22T12:00:00+00:00
1.888280,45.793930,10.70,2009-04-22T12:00:00+00:00
1.889720,45.805890,0.70,2009-04-22T12:00:00+00:00
1.889000,45.799040,2.40,2009-04-22T12:00:00+00:00
1.889610,45.792750,14.90,2009-04-22T12:00:00+00:00
1.889610,45.793460,11.30,2009-04-22T12:00:00+00:00
1.889640,45.799620,4.10,2009-04-22T12:00:00+00:00
1.889680,45.805940,0.60,2009-04-22T12:00:00+00:00
1.889690,45.792680,14.30,2009-04-22T12:00:00+00:00
1.889710,45.793500,10.60,2009-04-22T12:00:00+00:00
1.889530,45.799560,4.40,2009-04-22T12:00:00+00:00
1.889710,45.805980,0.60,2009-04-22T12:00:00+00:00
1.889530,45.792820,15.30,2009-04-22T12:00:00+00:00
1.889740,45.799680,3.10,2009-04-22T12:00:00+00:00
1.889760,45.806040,0.90,2009-04-22T12:00:00+00:00
1.889780,45.792620,13.30,2009-04-22T12:00:00+00:00
1.889790,45.805890,0.70,2009-04-22T12:00:00+00:00
1.889790,45.806090,1.00,2009-04-22T12:00:00+00:00
1.889820,45.793540,10.30,2009-04-22T12:00:00+00:00
1.893130,45.808910,1.50,2009-04-22T12:00:00+00:00
1.889710,45.799160,3.80,2009-04-22T12:00:00+00:00
1.889320,45.799460,4.80,2009-04-22T12:00:00+00:00
1.889110,45.799370,4.90,2009-04-22T12:00:00+00:00
1.889130,45.799050,2.70,2009-04-22T12:00:00+00:00
1.889140,45.793170,13.10,2009-04-22T12:00:00+00:00
1.889200,45.793270,12.10,2009-04-22T12:00:00+00:00
1.889220,45.793100,13.60,2009-04-22T12:00:00+00:00
1.889220,45.799410,5.00,2009-04-22T12:00:00+00:00
1.889240,45.799060,3.00,2009-04-22T12:00:00+00:00
1.889600,45.799130,3.60,2009-04-22T12:00:00+00:00
1.889310,45.793040,13.70,2009-04-22T12:00:00+00:00
1.887880,45.792690,13.80,2009-04-22T12:00:00+00:00
1.889360,45.799070,3.20,2009-04-22T12:00:00+00:00
1.889390,45.792970,14.00,2009-04-22T12:00:00+00:00
1.889400,45.793370,11.70,2009-04-22T12:00:00+00:00
1.889430,45.799510,4.70,2009-04-22T12:00:00+00:00
1.889470,45.792900,14.10,2009-04-22T12:00:00+00:00
1.889480,45.799100,3.40,2009-04-22T12:00:00+00:00
1.889500,45.793410,11.60,2009-04-22T12:00:00+00:00
1.889300,45.793320,11.70,2009-04-22T12:00:00+00:00
1.885820,45.792180,14.10,2009-04-22T12:00:00+00:00
1.886160,45.796030,8.20,2009-04-22T12:00:00+00:00
1.885480,45.792080,14.70,2009-04-22T12:00:00+00:00
1.885500,45.796660,6.90,2009-04-22T12:00:00+00:00
1.885570,45.796590,7.20,2009-04-22T12:00:00+00:00
1.885600,45.792120,14.30,2009-04-22T12:00:00+00:00
1.885650,45.796520,7.10,2009-04-22T12:00:00+00:00
1.885710,45.792140,14.20,2009-04-22T12:00:00+00:00
1.885370,45.792050,14.50,2009-04-22T12:00:00+00:00
1.885800,45.796390,4.70,2009-04-22T12:00:00+00:00
1.885350,45.796790,5.60,2009-04-22T12:00:00+00:00
1.885880,45.796320,4.20,2009-04-22T12:00:00+00:00
1.885930,45.792210,14.10,2009-04-22T12:00:00+00:00
1.885960,45.796250,4.30,2009-04-22T12:00:00+00:00
1.886040,45.796180,5.30,2009-04-22T12:00:00+00:00
1.886050,45.792260,14.00,2009-04-22T12:00:00+00:00
1.886100,45.796110,6.50,2009-04-22T12:00:00+00:00
1.887960,45.794210,10.90,2009-04-22T12:00:00+00:00
1.885720,45.796460,6.10,2009-04-22T12:00:00+00:00
1.885080,45.790090,8.70,2009-04-22T12:00:00+00:00
1.885040,45.791030,14.70,2009-04-22T12:00:00+00:00
1.885050,45.790520,13.70,2009-04-22T12:00:00+00:00
1.885050,45.790600,13.80,2009-04-22T12:00:00+00:00
1.885060,45.789780,1.60,2009-04-22T12:00:00+00:00
1.885060,45.790260,11.70,2009-04-22T12:00:00+00:00
1.885070,45.791900,14.80,2009-04-22T12:00:00+00:00
1.885070,45.797060,2.00,2009-04-22T12:00:00+00:00
1.885420,45.796730,6.40,2009-04-22T12:00:00+00:00
1.885080,45.790010,6.70,2009-04-22T12:00:00+00:00
1.886240,45.792340,14.20,2009-04-22T12:00:00+00:00
1.885080,45.790180,10.40,2009-04-22T12:00:00+00:00
1.885100,45.789840,2.90,2009-04-22T12:00:00+00:00
1.885150,45.797000,3.30,2009-04-22T12:00:00+00:00
1.885160,45.791960,14.60,2009-04-22T12:00:00+00:00
1.885220,45.796930,4.30,2009-04-22T12:00:00+00:00
1.885260,45.792000,14.70,2009-04-22T12:00:00+00:00
1.885280,45.796860,5.10,2009-04-22T12:00:00+00:00
1.885080,45.789920,5.20,2009-04-22T12:00:00+00:00
1.887510,45.792650,14.20,2009-04-22T12:00:00+00:00
1.886140,45.792300,14.00,2009-04-22T12:00:00+00:00
1.887160,45.792600,14.00,2009-04-22T12:00:00+00:00
1.887170,45.795000,11.50,2009-04-22T12:00:00+00:00
1.887240,45.794930,11.50,2009-04-22T12:00:00+00:00
1.887280,45.792620,14.10,2009-04-22T12:00:00+00:00
1.887310,45.794860,11.70,2009-04-22T12:00:00+00:00
1.887380,45.794780,11.60,2009-04-22T12:00:00+00:00
1.887040,45.792580,13.90,2009-04-22T12:00:00+00:00
1.887440,45.794720,11.60,2009-04-22T12:00:00+00:00
1.887020,45.795150,11.40,2009-04-22T12:00:00+00:00
1.887510,45.794660,11.70,2009-04-22T12:00:00+00:00
1.887590,45.794580,11.60,2009-04-22T12:00:00+00:00
1.887640,45.792660,14.10,2009-04-22T12:00:00+00:00
1.887660,45.794510,11.50,2009-04-22T12:00:00+00:00
1.887740,45.794430,11.30,2009-04-22T12:00:00+00:00
1.887750,45.792680,13.90,2009-04-22T12:00:00+00:00
1.887810,45.794360,11.20,2009-04-22T12:00:00+00:00
1.887390,45.792640,14.30,2009-04-22T12:00:00+00:00
1.886680,45.795520,10.80,2009-04-22T12:00:00+00:00
1.886240,45.795960,9.80,2009-04-22T12:00:00+00:00
1.886310,45.795880,10.60,2009-04-22T12:00:00+00:00
1.886350,45.792390,14.20,2009-04-22T12:00:00+00:00
