lon,lat,depth_m,timestamp
1.861220,45.795420,9.80,2009-04-22T12:00:00+00:00
1.861100,45.806400,18.00,2009-04-22T12:00:00+00:00
1.861100,45.814100,19.10,2009-04-22T12:00:00+00:00
1.861100,45.816350,17.00,2009-04-22T12:00:00+00:00
1.861130,45.795350,10.40,2009-04-22T12:00:00+00:00
1.861150,45.806320,17.10,2009-04-22T12:00:00+00:00
1.861160,45.815350,21.30,2009-04-22T12:00:00+00:00
1.861190,45.806240,16.30,2009-04-22T12:00:00+00:00
1.861340,45.815230,21.20,2009-04-22T12:00:00+00:00
1.861190,45.816420,17.20,2009-04-22T12:00:00+00:00
1.862330,45.796220,13.50,2009-04-22T12:00:00+00:00
1.861220,45.814060,18.10,2009-04-22T12:00:00+00:00
1.861240,45.806150,16.00,2009-04-22T12:00:00+00:00
1.861240,45.815300,20.80,2009-04-22T12:00:00+00:00
1.861270,45.816490,17.40,2009-04-22T12:00:00+00:00
1.861280,45.806070,16.20,2009-04-22T12:00:00+00:00
1.861310,45.795470,9.30,2009-04-22T12:00:00+00:00
1.861320,45.805980,16.80,2009-04-22T12:00:00+00:00
1.861190,45.816410,18.30,2009-04-22T12:00:00+00:00
1.868670,45.780820,9.50,2009-04-22T12:00:00+00:00
1.868650,45.797730,5.80,2009-04-22T12:00:00+00:00
1.868650,45.797810,5.20,2009-04-22T12:00:00+00:00
1.868660,45.777900,3.20,2009-04-22T12:00:00+00:00
1.868660,45.789380,1.70,2009-04-22T12:00:00+00:00
1.868660,45.797560,7.20,2009-04-22T12:00:00+00:00
1.868660,45.797890,4.00,2009-04-22T12:00:00+00:00
1.865200,45.777570,0.50,2009-04-22T12:00:00+00:00
1.868660,45.809350,18.30,2009-04-22T12:00:00+00:00
1.868630,45.791730,15.60,2009-04-22T12:00:00+00:00
1.868670,45.789260,3.30,2009-04-22T12:00:00+00:00
1.868670,45.789320,2.50,2009-04-22T12:00:00+00:00
1.868670,45.797480,8.10,2009-04-22T12:00:00+00:00
1.868690,45.779380,8.90,2009-04-22T12:00:00+00:00
1.868690,45.798020,2.70,2009-04-22T12:00:00+00:00
1.868700,45.780230,4.60,2009-04-22T12:00:00+00:00
1.868700,45.791800,15.90,2009-04-22T12:00:00+00:00
1.868660,45.797960,3.40,2009-04-22T12:00:00+00:00
1.868600,45.789130,2.90,2009-04-22T12:00:00+00:00
1.868530,45.779500,8.40,2009-04-22T12:00:00+00:00
1.868540,45.780110,4.30,2009-04-22T12:00:00+00:00
1.868540,45.782900,10.60,2009-04-22T12:00:00+00:00
1.868540,45.789180,2.60,2009-04-22T12:00:00+00:00
1.868540,45.791660,15.10,2009-04-22T12:00:00+00:00
1.868550,45.777940,3.40,2009-04-22T12:00:00+00:00
1.868560,45.780850,9.40,2009-04-22T12:00:00+00:00
1.868650,45.797650,6.50,2009-04-22T12:00:00+00:00
1.868600,45.783750,10.50,2009-04-22T12:00:00+00:00
1.868640,45.789200,3.10,2009-04-22T12:00:00+00:00
1.868610,45.779440,8.80,2009-04-22T12:00:00+00:00
1.868610,45.794650,17.90,2009-04-22T12:00:00+00:00
1.868610,45.809270,19.90,2009-04-22T12:00:00+00:00
1.868620,45.780180,4.40,2009-04-22T12:00:00+00:00
1.868620,45.790720,18.40,2009-04-22T12:00:00+00:00
1.868630,45.782850,10.80,2009-04-22T12:00:00+00:00
1.868710,45.794690,17.90,2009-04-22T12:00:00+00:00
1.868560,45.809190,21.20,2009-04-22T12:00:00+00:00
1.868860,45.809580,14.80,2009-04-22T12:00:00+00:00
1.868700,45.797400,9.00,2009-04-22T12:00:00+00:00
1.868820,45.794720,17.80,2009-04-22T12:00:00+00:00
1.868820,45.797160,10.90,2009-04-22T12:00:00+00:00
1.868840,45.777800,2.70,2009-04-22T12:00:00+00:00
1.868840,45.783680,11.00,2009-04-22T12:00:00+00:00
1.868840,45.789420,1.90,2009-04-22T12:00:00+00:00
1.868840,45.791940,16.40,2009-04-22T12:00:00+00:00
1.868820,45.789160,3.80,2009-04-22T12:00:00+00:00
1.868850,45.780350,5.70,2009-04-22T12:00:00+00:00
1.868800,45.809500,16.10,2009-04-22T12:00:00+00:00
1.868870,45.779280,9.00,2009-04-22T12:00:00+00:00
1.868870,45.797080,12.00,2009-04-22T12:00:00+00:00
1.868890,45.782670,11.10,2009-04-22T12:00:00+00:00
1.868900,45.780750,9.90,2009-04-22T12:00:00+00:00
1.868920,45.789200,3.60,2009-04-22T12:00:00+00:00
1.868920,45.790840,18.90,2009-04-22T12:00:00+00:00
1.868920,45.794770,17.50,2009-04-22T12:00:00+00:00
1.868840,45.798190,0.60,2009-04-22T12:00:00+00:00
1.868760,45.798120,1.50,2009-04-22T12:00:00+00:00
1.868500,45.794610,17.70,2009-04-22T12:00:00+00:00
1.868720,45.782790,10.80,2009-04-22T12:00:00+00:00
1.868720,45.783720,10.80,2009-04-22T12:00:00+00:00
1.868720,45.790760,18.60,2009-04-22T12:00:00+00:00
1.868720,45.798080,2.00,2009-04-22T12:00:00+00:00
1.868730,45.809430,17.30,2009-04-22T12:00:00+00:00
1.868740,45.789420,1.50,2009-04-22T12:00:00+00:00
1.868820,45.790800,18.70,2009-04-22T12:00:00+00:00
1.868760,45.777850,2.70,2009-04-22T12:00:00+00:00
1.868710,45.789130,3.50,2009-04-22T12:00:00+00:00
1.868770,45.791870,16.10,2009-04-22T12:00:00+00:00
1.868770,45.797230,10.60,2009-04-22T12:00:00+00:00
1.868780,45.779330,9.10,2009-04-22T12:00:00+00:00
1.868780,45.780290,5.30,2009-04-22T12:00:00+00:00
1.868790,45.780790,9.70,2009-04-22T12:00:00+00:00
1.868800,45.782730,10.90,2009-04-22T12:00:00+00:00
1.868800,45.798160,1.20,2009-04-22T12:00:00+00:00
1.868740,45.797320,9.80,2009-04-22T12:00:00+00:00
1.868140,45.790500,5.10,2009-04-22T12:00:00+00:00
1.868220,45.790540,7.50,2009-04-22T12:00:00+00:00
1.868080,45.780950,8.90,2009-04-22T12:00:00+00:00
1.868080,45.794450,17.50,2009-04-22T12:00:00+00:00
1.868090,45.783180,10.00,2009-04-22T12:00:00+00:00
1.868090,45.808450,23.80,2009-04-22T12:00:00+00:00
1.868120,45.778090,3.70,2009-04-22T12:00:00+00:00
1.868140,45.779770,6.90,2009-04-22T12:00:00+00:00
1.868050,45.808370,23.90,2009-04-22T12:00:00+00:00
1.868140,45.783860,9.00,2009-04-22T12:00:00+00:00
1.868050,45.790500,2.40,2009-04-22T12:00:00+00:00
1.868140,45.791310,12.10,2009-04-22T12:00:00+00:00
1.868140,45.808540,24.00,2009-04-22T12:00:00+00:00
1.868170,45.794500,17.80,2009-04-22T12:00:00+00:00
1.868180,45.783120,10.20,2009-04-22T12:00:00+00:00
1.868190,45.808620,23.30,2009-04-22T12:00:00+00:00
1.868200,45.780920,9.00,2009-04-22T12:00:00+00:00
1.868520,45.790670,16.80,2009-04-22T12:00:00+00:00
1.868140,45.779800,7.00,2009-04-22T12:00:00+00:00
1.867980,45.794390,17.80,2009-04-22T12:00:00+00:00
1.867920,45.783280,10.30,2009-04-22T12:00:00+00:00
1.867920,45.791100,8.80,2009-04-22T12:00:00+00:00
1.867930,45.783940,8.60,2009-04-22T12:00:00+00:00
1.867930,45.808220,23.60,2009-04-22T12:00:00+00:00
1.867950,45.790610,1.10,2009-04-22T12:00:00+00:00
1.867960,45.779900,6.20,2009-04-22T12:00:00+00:00
1.867970,45.779640,7.70,2009-04-22T12:00:00+00:00
1.868060,45.791240,11.20,2009-04-22T12:00:00+00:00
1.867980,45.791180,10.10,2009-04-22T12:00:00+00:00
1.868220,45.791380,12.50,2009-04-22T12:00:00+00:00
1.868000,45.790540,1.30,2009-04-22T12:00:00+00:00
1.868000,45.808290,24.00,2009-04-22T12:00:00+00:00
1.868010,45.783230,10.30,2009-04-22T12:00:00+00:00
1.868020,45.778120,3.90,2009-04-22T12:00:00+00:00
1.868030,45.783900,8.80,2009-04-22T12:00:00+00:00
1.868050,45.779700,7.30,2009-04-22T12:00:00+00:00
1.868050,45.779850,6.60,2009-04-22T12:00:00+00:00
1.867970,45.780980,8.60,2009-04-22T12:00:00+00:00
1.868450,45.779560,8.30,2009-04-22T12:00:00+00:00
1.868220,45.779740,7.40,2009-04-22T12:00:00+00:00
1.868380,45.789080,1.40,2009-04-22T12:00:00+00:00
1.868390,45.779970,4.90,2009-04-22T12:00:00+00:00
1.868390,45.794570,18.00,2009-04-22T12:00:00+00:00
1.868400,45.808940,23.80,2009-04-22T12:00:00+00:00
1.868420,45.789180,1.90,2009-04-22T12:00:00+00:00
1.868430,45.790630,13.50,2009-04-22T12:00:00+00:00
1.868370,45.783800,10.10,2009-04-22T12:00:00+00:00
1.868450,45.777980,3.70,2009-04-22T12:00:00+00:00
1.868370,45.779620,7.90,2009-04-22T12:00:00+00:00
1.868450,45.782960,10.60,2009-04-22T12:00:00+00:00
1.868450,45.791600,14.50,2009-04-22T12:00:00+00:00
1.868460,45.809020,23.00,2009-04-22T12:00:00+00:00
1.868470,45.780040,4.50,2009-04-22T12:00:00+00:00
1.868480,45.783770,10.40,2009-04-22T12:00:00+00:00
1.868480,45.789110,2.20,2009-04-22T12:00:00+00:00
1.868940,45.777750,2.90,2009-04-22T12:00:00+00:00
1.868440,45.780870,9.40,2009-04-22T12:00:00+00:00
1.868300,45.791460,12.80,2009-04-22T12:00:00+00:00
1.868230,45.779830,6.30,2009-04-22T12:00:00+00:00
1.868240,45.778050,3.80,2009-04-22T12:00:00+00:00
1.868240,45.808700,25.00,2009-04-22T12:00:00+00:00
1.868250,45.783830,9.40,2009-04-22T12:00:00+00:00
1.868250,45.789140,1.30,2009-04-22T12:00:00+00:00
1.868280,45.783070,10.20,2009-04-22T12:00:00+00:00
1.868280,45.789090,1.00,2009-04-22T12:00:00+00:00
1.868370,45.791530,14.00,2009-04-22T12:00:00+00:00
1.868300,45.779680,7.60,2009-04-22T12:00:00+00:00
1.868510,45.809110,22.20,2009-04-22T12:00:00+00:00
1.868320,45.779900,5.60,2009-04-22T12:00:00+00:00
1.868320,45.780890,9.20,2009-04-22T12:00:00+00:00
1.868320,45.789200,1.30,2009-04-22T12:00:00+00:00
1.868330,45.790590,9.20,2009-04-22T12:00:00+00:00
1.868350,45.778020,3.80,2009-04-22T12:00:00+00:00
1.868350,45.808860,24.20,2009-04-22T12:00:00+00:00
1.868360,45.783020,10.60,2009-04-22T12:00:00+00:00
1.868280,45.794540,17.70,2009-04-22T12:00:00+00:00
1.869440,45.780560,9.90,2009-04-22T12:00:00+00:00
1.869470,45.777580,1.60,2009-04-22T12:00:00+00:00
1.869400,45.798310,1.60,2009-04-22T12:00:00+00:00
1.869400,45.810280,3.00,2009-04-22T12:00:00+00:00
1.869400,45.810910,1.90,2009-04-22T12:00:00+00:00
1.869410,45.777320,0.50,2009-04-22T12:00:00+00:00
1.869410,45.778960,8.00,2009-04-22T12:00:00+00:00
1.869410,45.782320,11.10,2009-04-22T12:00:00+00:00
1.869390,45.811280,3.70,2009-04-22T12:00:00+00:00
1.869420,45.795720,14.90,2009-04-22T12:00:00+00:00
1.869390,45.792310,17.90,2009-04-22T12:00:00+00:00
1.869450,45.789200,3.10,2009-04-22T12:00:00+00:00
1.869460,45.789330,5.70,2009-04-22T12:00:00+00:00
1.869460,45.791060,19.30,2009-04-22T12:00:00+00:00
1.869460,45.794960,15.10,2009-04-22T12:00:00+00:00
1.869460,45.795640,14.60,2009-04-22T12:00:00+00:00
1.869460,45.810360,2.90,2009-04-22T12:00:00+00:00
1.869320,45.780600,9.90,2009-04-22T12:00:00+00:00
1.869420,45.780890,10.40,2009-04-22T12:00:00+00:00
1.869350,45.811070,1.50,2009-04-22T12:00:00+00:00
1.868920,45.797000,12.60,2009-04-22T12:00:00+00:00
1.869330,45.779010,8.50,2009-04-22T12:00:00+00:00
1.869330,45.782380,11.30,2009-04-22T12:00:00+00:00
1.869340,45.811140,2.60,2009-04-22T12:00:00+00:00
1.869350,45.777340,0.50,2009-04-22T12:00:00+00:00
1.869350,45.789230,3.50,2009-04-22T12:00:00+00:00
1.869350,45.789300,5.10,2009-04-22T12:00:00+00:00
1.869400,45.777560,4.10,2009-04-22T12:00:00+00:00
1.869350,45.810200,4.10,2009-04-22T12:00:00+00:00
1.869480,45.780960,10.60,2009-04-22T12:00:00+00:00
1.869350,45.811220,2.70,2009-04-22T12:00:00+00:00
1.869360,45.780820,10.30,2009-04-22T12:00:00+00:00
1.869360,45.790990,19.20,2009-04-22T12:00:00+00:00
1.869360,45.795800,14.80,2009-04-22T12:00:00+00:00
1.869370,45.810980,1.80,2009-04-22T12:00:00+00:00
1.869380,45.777540,1.60,2009-04-22T12:00:00+00:00
1.869380,45.783480,11.60,2009-04-22T12:00:00+00:00
1.869350,45.794930,15.50,2009-04-22T12:00:00+00:00
1.869630,45.810600,3.90,2009-04-22T12:00:00+00:00
1.869460,45.810840,1.90,2009-04-22T12:00:00+00:00
1.869580,45.782200,11.20,2009-04-22T12:00:00+00:00
1.869590,45.778840,7.30,2009-04-22T12:00:00+00:00
1.869600,45.783400,11.50,2009-04-22T12:00:00+00:00
1.869610,45.795400,14.50,2009-04-22T12:00:00+00:00
1.869610,45.811340,5.90,2009-04-22T12:00:00+00:00
1.869620,45.798290,5.10,2009-04-22T12:00:00+00:00
1.869570,45.810520,2.50,2009-04-22T12:00:00+00:00
1.869630,45.789130,1.20,2009-04-22T12:00:00+00:00
1.869570,45.792430,18.50,2009-04-22T12:00:00+00:00
1.869630,45.810720,3.00,2009-04-22T12:00:00+00:00
1.869650,45.780480,10.30,2009-04-22T12:00:00+00:00
1.869650,45.795330,14.50,2009-04-22T12:00:00+00:00
1.869660,45.782130,11.10,2009-04-22T12:00:00+00:00
1.869670,45.778780,6.90,2009-04-22T12:00:00+00:00
1.869670,45.792500,18.50,2009-04-22T12:00:00+00:00
1.875040,45.807100,1.20,2009-04-22T12:00:00+00:00
1.869630,45.781100,10.70,2009-04-22T12:00:00+00:00
1.869540,45.780520,9.90,2009-04-22T12:00:00+00:00
1.869480,45.783430,11.50,2009-04-22T12:00:00+00:00
1.869490,45.777520,3.00,2009-04-22T12:00:00+00:00
1.869490,45.792370,18.00,2009-04-22T12:00:00+00:00
1.869500,45.778900,7.60,2009-04-22T12:00:00+00:00
1.869500,45.782260,11.30,2009-04-22T12:00:00+00:00
1.869500,45.811300,4.80,2009-04-22T12:00:00+00:00
1.869510,45.795560,14.60,2009-04-22T12:00:00+00:00
1.869580,45.777610,1.80,2009-04-22T12:00:00+00:00
1.869520,45.810440,2.70,2009-04-22T12:00:00+00:00
1.869310,45.777500,1.30,2009-04-22T12:00:00+00:00
1.869540,45.789150,2.30,2009-04-22T12:00:00+00:00
1.869540,45.810780,2.10,2009-04-22T12:00:00+00:00
1.869550,45.781030,10.60,2009-04-22T12:00:00+00:00
1.869560,45.795000,14.70,2009-04-22T12:00:00+00:00
1.869560,45.795480,14.70,2009-04-22T12:00:00+00:00
1.869570,45.789350,5.70,2009-04-22T12:00:00+00:00
1.869570,45.791080,19.10,2009-04-22T12:00:00+00:00
1.869510,45.798300,2.80,2009-04-22T12:00:00+00:00
1.869110,45.780550,9.70,2009-04-22T12:00:00+00:00
1.869130,45.796600,16.80,2009-04-22T12:00:00+00:00
1.869050,45.780500,8.70,2009-04-22T12:00:00+00:00
1.869060,45.779180,9.40,2009-04-22T12:00:00+00:00
1.869060,45.782550,11.00,2009-04-22T12:00:00+00:00
1.869060,45.783610,11.20,2009-04-22T12:00:00+00:00
1.869060,45.809800,9.00,2009-04-22T12:00:00+00:00
1.869070,45.796770,14.30,2009-04-22T12:00:00+00:00
1.869030,45.792060,16.90,2009-04-22T12:00:00+00:00
1.869100,45.796690,15.20,2009-04-22T12:00:00+00:00
1.869030,45.777710,2.80,2009-04-22T12:00:00+00:00
1.869110,45.780670,9.90,2009-04-22T12:00:00+00:00
1.869110,45.809890,6.90,2009-04-22T12:00:00+00:00
1.869120,45.789250,4.00,2009-04-22T12:00:00+00:00
1.869120,45.792120,17.20,2009-04-22T12:00:00+00:00
1.869130,45.777660,2.40,2009-04-22T12:00:00+00:00
1.869130,45.789300,4.90,2009-04-22T12:00:00+00:00
1.869330,45.777580,2.10,2009-04-22T12:00:00+00:00
1.869070,45.798130,1.80,2009-04-22T12:00:00+00:00
1.868990,45.780440,7.60,2009-04-22T12:00:00+00:00
1.867890,45.779570,7.80,2009-04-22T12:00:00+00:00
1.868940,45.789380,3.10,2009-04-22T12:00:00+00:00
1.868940,45.792000,16.70,2009-04-22T12:00:00+00:00
1.868940,45.809650,13.10,2009-04-22T12:00:00+00:00
1.868950,45.783650,11.10,2009-04-22T12:00:00+00:00
1.868970,45.779230,9.60,2009-04-22T12:00:00+00:00
1.868970,45.782610,11.20,2009-04-22T12:00:00+00:00
1.869040,45.789350,4.70,2009-04-22T12:00:00+00:00
1.868980,45.798180,1.20,2009-04-22T12:00:00+00:00
1.869130,45.798170,1.50,2009-04-22T12:00:00+00:00
1.869000,45.809730,11.10,2009-04-22T12:00:00+00:00
1.869010,45.780710,9.80,2009-04-22T12:00:00+00:00
1.869010,45.798160,1.60,2009-04-22T12:00:00+00:00
1.869020,45.789220,3.80,2009-04-22T12:00:00+00:00
1.869020,45.790880,18.90,2009-04-22T12:00:00+00:00
1.869020,45.794810,17.00,2009-04-22T12:00:00+00:00
1.869020,45.796840,13.80,2009-04-22T12:00:00+00:00
1.868970,45.796920,13.10,2009-04-22T12:00:00+00:00
1.869280,45.777420,0.80,2009-04-22T12:00:00+00:00
1.869130,45.794850,16.70,2009-04-22T12:00:00+00:00
1.869240,45.780680,10.10,2009-04-22T12:00:00+00:00
1.869240,45.782440,11.20,2009-04-22T12:00:00+00:00
1.869240,45.789260,4.30,2009-04-22T12:00:00+00:00
1.869240,45.790960,19.20,2009-04-22T12:00:00+00:00
1.869240,45.794900,16.10,2009-04-22T12:00:00+00:00
1.869240,45.798270,0.60,2009-04-22T12:00:00+00:00
1.869230,45.810040,5.80,2009-04-22T12:00:00+00:00
1.869270,45.783520,11.20,2009-04-22T12:00:00+00:00
1.869230,45.789270,4.40,2009-04-22T12:00:00+00:00
1.869280,45.777460,1.10,2009-04-22T12:00:00+00:00
1.869280,45.810120,5.40,2009-04-22T12:00:00+00:00
1.869300,45.777380,0.50,2009-04-22T12:00:00+00:00
1.869300,45.780750,10.30,2009-04-22T12:00:00+00:00
1.869300,45.792250,17.30,2009-04-22T12:00:00+00:00
1.869300,45.795880,15.00,2009-04-22T12:00:00+00:00
1.869300,45.798300,0.80,2009-04-22T12:00:00+00:00
1.869260,45.795940,15.20,2009-04-22T12:00:00+00:00
1.869170,45.809970,6.10,2009-04-22T12:00:00+00:00
1.869140,45.790910,19.30,2009-04-22T12:00:00+00:00
1.869140,45.796270,16.00,2009-04-22T12:00:00+00:00
1.869140,45.796350,16.80,2009-04-22T12:00:00+00:00
1.869140,45.796440,16.90,2009-04-22T12:00:00+00:00
1.869140,45.796520,17.10,2009-04-22T12:00:00+00:00
1.869150,45.779120,9.00,2009-04-22T12:00:00+00:00
1.869150,45.782490,11.30,2009-04-22T12:00:00+00:00
1.869240,45.779060,8.50,2009-04-22T12:00:00+00:00
1.869170,45.783560,11.30,2009-04-22T12:00:00+00:00
1.868920,45.798200,0.50,2009-04-22T12:00:00+00:00
1.869180,45.780610,10.00,2009-04-22T12:00:00+00:00
1.869180,45.796100,15.60,2009-04-22T12:00:00+00:00
1.869200,45.792190,17.20,2009-04-22T12:00:00+00:00
1.869200,45.798210,1.10,2009-04-22T12:00:00+00:00
1.869210,45.780640,9.90,2009-04-22T12:00:00+00:00
1.869210,45.796030,15.00,2009-04-22T12:00:00+00:00
1.869230,45.777620,2.30,2009-04-22T12:00:00+00:00
1.869160,45.796180,15.70,2009-04-22T12:00:00+00:00
1.866440,45.793880,16.90,2009-04-22T12:00:00+00:00
1.866500,45.784450,2.20,2009-04-22T12:00:00+00:00
1.866350,45.784410,0.80,2009-04-22T12:00:00+00:00
1.866360,45.781350,6.00,2009-04-22T12:00:00+00:00
1.866360,45.784140,4.30,2009-04-22T12:00:00+00:00
1.866380,45.780610,4.70,2009-04-22T12:00:00+00:00
1.866380,45.784100,4.60,2009-04-22T12:00:00+00:00
1.866380,45.806480,7.70,2009-04-22T12:00:00+00:00
1.866340,45.784190,3.80,2009-04-22T12:00:00+00:00
1.866440,45.784020,5.30,2009-04-22T12:00:00+00:00
1.866340,45.778520,4.70,2009-04-22T12:00:00+00:00
1.866450,45.778620,4.60,2009-04-22T12:00:00+00:00
1.866460,45.778500,5.60,2009-04-22T12:00:00+00:00
1.866460,45.784430,1.80,2009-04-22T12:00:00+00:00
1.866460,45.806410,5.60,2009-04-22T12:00:00+00:00
1.866470,45.780580,5.00,2009-04-22T12:00:00+00:00
1.866480,45.781320,6.20,2009-04-22T12:00:00+00:00
1.866100,45.793790,16.10,2009-04-22T12:00:00+00:00
1.866400,45.784420,1.20,2009-04-22T12:00:00+00:00
1.866270,45.784360,1.40,2009-04-22T12:00:00+00:00
1.866560,45.784550,2.40,2009-04-22T12:00:00+00:00
1.866150,45.806660,10.90,2009-04-22T12:00:00+00:00
1.866170,45.778460,4.90,2009-04-22T12:00:00+00:00
1.866180,45.780650,4.40,2009-04-22T12:00:00+00:00
1.866200,45.793820,16.60,2009-04-22T12:00:00+00:00
1.866220,45.778540,3.50,2009-04-22T12:00:00+00:00
1.866230,45.806600,10.10,2009-04-22T12:00:00+00:00
1.866350,45.778570,4.60,2009-04-22T12:00:00+00:00
1.866260,45.778510,4.90,2009-04-22T12:00:00+00:00
1.866510,45.784560,1.30,2009-04-22T12:00:00+00:00
1.866280,45.780640,4.60,2009-04-22T12:00:00+00:00
1.866280,45.784320,1.90,2009-04-22T12:00:00+00:00
1.866290,45.784390,1.10,2009-04-22T12:00:00+00:00
1.866300,45.784280,2.60,2009-04-22T12:00:00+00:00
1.866310,45.806540,9.00,2009-04-22T12:00:00+00:00
1.866320,45.793850,16.60,2009-04-22T12:00:00+00:00
1.866330,45.784240,3.10,2009-04-22T12:00:00+00:00
1.866250,45.781380,6.00,2009-04-22T12:00:00+00:00
1.866550,45.784580,1.20,2009-04-22T12:00:00+00:00
1.866490,45.784000,5.90,2009-04-22T12:00:00+00:00
1.866540,45.784590,0.90,2009-04-22T12:00:00+00:00
1.866540,45.793920,17.00,2009-04-22T12:00:00+00:00
1.866540,45.806360,4.00,2009-04-22T12:00:00+00:00
1.866550,45.784510,2.70,2009-04-22T12:00:00+00:00
1.866550,45.784520,2.70,2009-04-22T12:00:00+00:00
1.866550,45.784530,2.70,2009-04-22T12:00:00+00:00
1.866540,45.784570,1.40,2009-04-22T12:00:00+00:00
1.866550,45.784570,1.60,2009-04-22T12:00:00+00:00
1.866540,45.784560,1.90,2009-04-22T12:00:00+00:00
1.866560,45.780560,5.30,2009-04-22T12:00:00+00:00
1.866560,45.784470,2.90,2009-04-22T12:00:00+00:00
1.866560,45.784480,3.00,2009-04-22T12:00:00+00:00
1.866560,45.784490,2.90,2009-04-22T12:00:00+00:00
1.866560,45.784500,2.80,2009-04-22T12:00:00+00:00
1.866560,45.784530,2.70,2009-04-22T12:00:00+00:00
1.867900,45.790660,1.10,2009-04-22T12:00:00+00:00
1.866550,45.784550,2.20,2009-04-22T12:00:00+00:00
1.866530,45.784570,1.10,2009-04-22T12:00:00+00:00
1.866510,45.784570,0.80,2009-04-22T12:00:00+00:00
1.866510,45.784580,0.70,2009-04-22T12:00:00+00:00
1.866520,45.784560,1.60,2009-04-22T12:00:00+00:00
1.866520,45.784570,1.10,2009-04-22T12:00:00+00:00
1.866520,45.784590,0.90,2009-04-22T12:00:00+00:00
1.866530,45.784500,2.50,2009-04-22T12:00:00+00:00
1.866530,45.784510,2.40,2009-04-22T12:00:00+00:00
1.866540,45.784580,1.00,2009-04-22T12:00:00+00:00
1.866530,45.784550,1.90,2009-04-22T12:00:00+00:00
1.866100,45.780670,4.30,2009-04-22T12:00:00+00:00
1.866530,45.784590,0.90,2009-04-22T12:00:00+00:00
1.866540,45.778680,4.60,2009-04-22T12:00:00+00:00
1.866540,45.783970,6.50,2009-04-22T12:00:00+00:00
1.866540,45.784460,2.60,2009-04-22T12:00:00+00:00
1.866540,45.784510,2.70,2009-04-22T12:00:00+00:00
1.866540,45.784520,2.40,2009-04-22T12:00:00+00:00
1.866540,45.784540,2.40,2009-04-22T12:00:00+00:00
1.866530,45.784540,2.10,2009-04-22T12:00:00+00:00
1.865560,45.807610,13.60,2009-04-22T12:00:00+00:00
1.865610,45.778050,2.40,2009-04-22T12:00:00+00:00
1.865470,45.807780,17.90,2009-04-22T12:00:00+00:00
1.865480,45.777650,1.60,2009-04-22T12:00:00+00:00
1.865480,45.781670,5.10,2009-04-22T12:00:00+00:00
1.865510,45.780790,2.20,2009-04-22T12:00:00+00:00
1.865510,45.807690,15.70,2009-04-22T12:00:00+00:00
1.865530,45.793640,15.40,2009-04-22T12:00:00+00:00
1.865420,45.807860,20.60,2009-04-22T12:00:00+00:00
1.865540,45.778060,1.70,2009-04-22T12:00:00+00:00
1.865420,45.777610,1.30,2009-04-22T12:00:00+00:00
1.865580,45.777760,2.10,2009-04-22T12:00:00+00:00
1.865590,45.781620,5.10,2009-04-22T12:00:00+00:00
1.865600,45.777830,2.30,2009-04-22T12:00:00+00:00
1.865600,45.778120,1.90,2009-04-22T12:00:00+00:00
1.865600,45.778180,1.10,2009-04-22T12:00:00+00:00
1.865610,45.777900,2.70,2009-04-22T12:00:00+00:00
1.866140,45.781420,5.80,2009-04-22T12:00:00+00:00
1.865540,45.777700,1.80,2009-04-22T12:00:00+00:00
1.865350,45.777580,1.00,2009-04-22T12:00:00+00:00
1.865220,45.808180,24.70,2009-04-22T12:00:00+00:00
1.865270,45.777560,0.80,2009-04-22T12:00:00+00:00
1.865270,45.781740,4.60,2009-04-22T12:00:00+00:00
1.865270,45.808100,24.20,2009-04-22T12:00:00+00:00
1.865280,45.781080,2.90,2009-04-22T12:00:00+00:00
1.865300,45.777900,1.10,2009-04-22T12:00:00+00:00
1.865300,45.793580,15.10,2009-04-22T12:00:00+00:00
1.865450,45.778020,1.20,2009-04-22T12:00:00+00:00
1.865320,45.808020,24.20,2009-04-22T12:00:00+00:00
1.865620,45.780780,2.90,2009-04-22T12:00:00+00:00
1.865350,45.780940,1.90,2009-04-22T12:00:00+00:00
1.865370,45.780860,1.60,2009-04-22T12:00:00+00:00
1.865370,45.807940,23.50,2009-04-22T12:00:00+00:00
1.865380,45.777950,1.10,2009-04-22T12:00:00+00:00
1.865380,45.781700,4.70,2009-04-22T12:00:00+00:00
1.865400,45.780820,1.60,2009-04-22T12:00:00+00:00
1.865410,45.793610,15.10,2009-04-22T12:00:00+00:00
1.865320,45.781020,2.40,2009-04-22T12:00:00+00:00
1.865990,45.778340,4.60,2009-04-22T12:00:00+00:00
1.865610,45.777980,2.70,2009-04-22T12:00:00+00:00
1.865880,45.807050,18.60,2009-04-22T12:00:00+00:00
1.865890,45.778490,2.90,2009-04-22T12:00:00+00:00
1.865910,45.778280,4.10,2009-04-22T12:00:00+00:00
1.865920,45.780740,4.00,2009-04-22T12:00:00+00:00
1.865920,45.781500,5.80,2009-04-22T12:00:00+00:00
1.865920,45.806970,16.40,2009-04-22T12:00:00+00:00
1.865840,45.807130,18.30,2009-04-22T12:00:00+00:00
1.865980,45.806890,14.80,2009-04-22T12:00:00+00:00
1.865820,45.780760,3.90,2009-04-22T12:00:00+00:00
1.865990,45.778540,2.90,2009-04-22T12:00:00+00:00
1.866010,45.780700,4.10,2009-04-22T12:00:00+00:00
1.866020,45.781460,5.90,2009-04-22T12:00:00+00:00
1.866020,45.806810,12.90,2009-04-22T12:00:00+00:00
